rank,id,name,location,pv_score_max,pv_status_model,geocode_score,image_path,overlay_path,mask_ratio
126,7584,上海滨江世茂52+,上海市浦东新区浦城路680号,0.324923,no_clear_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7584_上海滨江世茂52+.jpg,,
127,6031,上海松江合生新天地,上海市松江区文诚路500弄1号,0.323543,no_clear_pv,98.26,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\6031_上海松江合生新天地.jpg,,
128,2902,上海保利古华项目,上海市奉贤区解放中路276号,0.321554,no_clear_pv,90,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\2902_上海保利古华项目.jpg,,
129,6739,上海北外滩J·LIFE,上海市虹口区公平路18号,0.314531,no_clear_pv,91.25,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\6739_上海北外滩J·LIFE.jpg,,
130,7623,上海百联ZX创趣场,上海市黄浦区南京东路|340号|372号,0.309140,no_clear_pv,97.78,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7623_上海百联ZX创趣场.jpg,,
131,2686,上海新田360广场（华侨城店）,上海市闵行区陈行公路2688号,0.303641,no_clear_pv,88.33,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\2686_上海新田360广场（华侨城店）.jpg,,
132,36,上海南翔印象城MEGA,上海市嘉定区陈翔公路2299号,0.299376,no_clear_pv,88.33,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\36_上海南翔印象城MEGA.jpg,,
133,197,上海LOVE@大都会,上海市普陀区曹杨路1518号,0.298366,no_clear_pv,87.5,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\197_上海LOVE@大都会.jpg,,
134,5445,上海汇融天地,上海市普陀区曹杨路555号汇融天地,0.298366,no_clear_pv,83.44,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\5445_上海汇融天地.jpg,,
135,4122,上海百联川沙购物中心,上海市浦东新区川沙路5558号,0.297127,no_clear_pv,88.33,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\4122_上海百联川沙购物中心.jpg,,
136,6329,上海川沙九六广场,上海市浦东新区川沙路/妙川路,0.297127,no_clear_pv,91.88,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\6329_上海川沙九六广场.jpg,,
137,2316,上海浦江万达广场,上海市闵行区永寨路/鲁南路,0.290822,no_clear_pv,91.25,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\2316_上海浦江万达广场.jpg,,
138,6338,上海山钢和润旭辉里,上海市闵行区汇雄路/鲁南路,0.290822,no_clear_pv,91.25,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\6338_上海山钢和润旭辉里.jpg,,
139,1488,上海莘庄维璟印象城,上海市闵行区七莘路|1507,0.286126,no_clear_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\1488_上海莘庄维璟印象城.jpg,,
140,435,上海久光中心,上海市静安区大宁路411号,0.283791,no_clear_pv,89.23,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\435_上海久光中心.jpg,,
141,7688,漕河泾M+(北杨人工智能小镇),,0.282484,no_clear_pv,75.17,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7688_漕河泾M+(北杨人工智能小镇).jpg,,
142,7675,上海首位中心一期,,0.277548,no_clear_pv,84.55,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7675_上海首位中心一期.jpg,,
143,7693,国华金融中心,,0.277548,no_clear_pv,81.29,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7693_国华金融中心.jpg,,
144,7711,新丸中心,,0.277548,no_clear_pv,87.61,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7711_新丸中心.jpg,,
145,8199,上海国金中心IFC,,0.277548,no_clear_pv,81.63,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8199_上海国金中心IFC.jpg,,
146,8214,上海新团星商业中心,,0.277548,no_clear_pv,82.38,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8214_上海新团星商业中心.jpg,,
147,8215,上海新岸商业中心,,0.277548,no_clear_pv,84.51,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8215_上海新岸商业中心.jpg,,
148,8227,上海海港中心万象商业,,0.277548,no_clear_pv,79.83,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8227_上海海港中心万象商业.jpg,,
149,8243,上海葫芦斗亲子文创中心,,0.277548,no_clear_pv,79.09,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8243_上海葫芦斗亲子文创中心.jpg,,
150,8261,上海集盛中心,,0.277548,no_clear_pv,91,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8261_上海集盛中心.jpg,,
151,3341,上海嘉定明发砂之船奥特莱斯,上海市嘉定区沪宜公路|2853号,0.277079,no_clear_pv,88.33,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\3341_上海嘉定明发砂之船奥特莱斯.jpg,,
152,6203,上海华漕绿地旭辉e天地,上海市闵行区华漕镇纪翟路256号,0.276981,no_clear_pv,89.57,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\6203_上海华漕绿地旭辉e天地.jpg,,
153,382,上海松江万达广场,上海市松江区广富林路658号,0.275828,no_clear_pv,90,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\382_上海松江万达广场.jpg,,
154,6314,上海三迪新天地,上海市松江区广富林路358弄,0.275828,no_clear_pv,90,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\6314_上海三迪新天地.jpg,,
155,922,上海颛桥万达广场,万达广场(颛桥店)，上海市上海市闵行区都市路2700号,0.272173,no_clear_pv,72.96,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\922_上海颛桥万达广场.jpg,,
156,8198,上海嘉里合集The Lightbox,上海市静安区闸北天目西路218号,0.271615,no_clear_pv,86.88,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8198_上海嘉里合集The Lightbox.jpg,,
157,8184,上海传媒港花园里一期,上海市徐汇区龙台路与龙腾大道交叉口西南方向105米,0.268416,no_clear_pv,78.92,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8184_上海传媒港花园里一期.jpg,,
158,7068,上海金茂J·LIFE生活时尚中心,上海市浦东新区世纪大道88号,0.266027,no_clear_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7068_上海金茂J·LIFE生活时尚中心.jpg,,
159,1683,上海中集金地美兰城,上海市宝山区年喜路19弄,0.264118,no_clear_pv,91.25,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\1683_上海中集金地美兰城.jpg,,
160,5822,上海恒基名人购物中心,上海市黄浦区恒基名人购物中心,0.263363,no_clear_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\5822_上海恒基名人购物中心.jpg,,
161,5148,上海星光天地,上海市闵行区申虹路683号,0.263253,no_clear_pv,89.23,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\5148_上海星光天地.jpg,,
162,6359,上海新城星汇广场,上海市嘉定区嘉定西站,0.262007,no_clear_pv,94.1,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\6359_上海新城星汇广场.jpg,,
163,6642,上海湾生活时尚广场,上海市浦东新区浦东南路1138号,0.261846,no_clear_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\6642_上海湾生活时尚广场.jpg,,
164,3066,上海太平洋新天地商业广场,上海市黄浦区东台路/浏河口路,0.260791,no_clear_pv,89.23,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\3066_上海太平洋新天地商业广场.jpg,,
165,2075,上海天空万科广场,上海市青浦区徐泾镇崧泽大道66号,0.260662,no_clear_pv,93.44,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\2075_上海天空万科广场.jpg,,
166,7008,上海车墩金地方邻,上海市松江区车影路/影佳路,0.258231,no_clear_pv,91.21,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7008_上海车墩金地方邻.jpg,,
167,8249,上海迪美购物中心,,0.255112,no_clear_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8249_上海迪美购物中心.jpg,,
168,3656,上海星荟中心,上海市虹口区天潼路328号,0.254175,no_clear_pv,98.9,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\3656_上海星荟中心.jpg,,
169,6944,上海唐人幸福里,上海市浦东新区北蔡,0.251362,no_clear_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\6944_上海唐人幸福里.jpg,,
170,1567,上海嘉定大融城,上海市嘉定区宝安公路3386号,0.249576,no_clear_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\1567_上海嘉定大融城.jpg,,
171,3979,上海阳光天地（唐镇店）,上海市浦东新区高科东路777号弄1号,0.248223,no_clear_pv,86.39,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\3979_上海阳光天地（唐镇店）.jpg,,
172,1052,上海苏河湾合生汇,上海市静安区安康苑,0.242831,no_clear_pv,85.8,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\1052_上海苏河湾合生汇.jpg,,
173,5360,上海盛源生活广场,上海市静安区盛源生活广场,0.242831,no_clear_pv,79.2,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\5360_上海盛源生活广场.jpg,,
174,6257,上海中信泰富广场,上海市静安区中信泰富广场,0.242831,no_clear_pv,79.2,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\6257_上海中信泰富广场.jpg,,
175,2355,上海百联南方购物中心一区,上海市闵行区沪闵路7388号,0.240258,no_clear_pv,87.5,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\2355_上海百联南方购物中心一区.jpg,,
176,2682,龙湖上海闵行天街,上海市闵行区剑川路/沪闵路,0.240258,no_clear_pv,91.25,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\2682_龙湖上海闵行天街.jpg,,
177,4140,上海汇金奥特莱斯,上海市闵行区沪闵路|9001号|3号,0.240258,no_clear_pv,84.69,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\4140_上海汇金奥特莱斯.jpg,,
178,7346,上海乐坊·西南商城,上海市闵行区沪闵路131号,0.240258,no_clear_pv,89.23,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7346_上海乐坊·西南商城.jpg,,
179,6495,上海环球金融中心,上海市浦东新区世纪大道100号,0.237838,no_clear_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\6495_上海环球金融中心.jpg,,
180,3617,上海晶品Crystal,上海市静安区愚园路68号,0.236997,no_clear_pv,98.9,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\3617_上海晶品Crystal.jpg,,
181,6507,LaLa,上海市闵行区莲花路站,0.236761,no_clear_pv,96.5,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\6507_LaLa.jpg,,
182,2093,上海联仲都悦汇,上海市闵行区马桥镇中秀路100弄,0.235183,no_clear_pv,81.68,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\2093_上海联仲都悦汇.jpg,,
183,6328,上海叁宸里,上海市浦东新区成山路/锦绣路交叉口,0.232595,no_clear_pv,86.84,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\6328_上海叁宸里.jpg,,
184,2381,上海大华虎城嘉年华,上海市宝山区大华一路210号,0.232107,no_clear_pv,90,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\2381_上海大华虎城嘉年华.jpg,,
185,761,上海中庚漫游城,上海市闵行区闵虹路8号,0.225863,no_clear_pv,93.64,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\761_上海中庚漫游城.jpg,,
186,586,上海百联中环购物广场,上海市普陀区真光路1288号,0.223801,no_clear_pv,87.5,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\586_上海百联中环购物广场.jpg,,
187,6144,上海南翔太茂商业广场,上海市嘉定区丰翔路3168号,0.220598,no_clear_pv,87.5,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\6144_上海南翔太茂商业广场.jpg,,
188,7046,上海百联临沂购物中心,上海市浦东新区临沂路140号,0.220304,no_clear_pv,90,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7046_上海百联临沂购物中心.jpg,,
189,6860,上海夏园都市新生活,上海市宝山区牡丹江路1081号,0.212447,no_clear_pv,88.33,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\6860_上海夏园都市新生活.jpg,,
190,4151,上海苏河湾万象天地,上海市静安区福建北路,0.211492,no_clear_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\4151_上海苏河湾万象天地.jpg,,
191,8168,上海HAI550,,0.211248,no_clear_pv,86.03,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8168_上海HAI550.jpg,,
192,6912,上海益丰外滩源,上海市黄浦区圆明园路88号,0.208624,no_clear_pv,91.92,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\6912_上海益丰外滩源.jpg,,
193,7062,上海东航云锦天地,上海市徐汇区龙兰路277号,0.206185,no_clear_pv,89.23,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7062_上海东航云锦天地.jpg,,
194,5009,上海广场,上海市黄浦区淮海中路138号,0.206005,no_clear_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\5009_上海广场.jpg,,
195,5437,上海来福士广场,上海市黄浦区来福士广场,0.200931,no_clear_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\5437_上海来福士广场.jpg,,
196,7958,上海闵行龙湖天街,,0.199885,no_clear_pv,85.36,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7958_上海闵行龙湖天街.jpg,,
197,6294,上海华漕生活馆,上海市闵行区华漕生活馆,0.197167,no_clear_pv,83.91,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\6294_上海华漕生活馆.jpg,,
198,714,上海松江印象城一期,上海市松江区广富林路/松江人民北路,0.195850,no_clear_pv,91.25,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\714_上海松江印象城一期.jpg,,
199,889,松江印象城二期,上海市松江区广富林路/松江人民北路,0.195850,no_clear_pv,91.25,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\889_松江印象城二期.jpg,,
200,1379,上海百联嘉定购物中心,上海市嘉定区澄浏中路3172号,0.195741,no_clear_pv,88.33,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\1379_上海百联嘉定购物中心.jpg,,
201,6734,上海MORE,上海市浦东新区张杨路588号,0.192594,no_clear_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\6734_上海MORE.jpg,,
202,7667,上海佛罗伦萨小镇三期,上海佛罗伦萨小镇(上海名品奥特莱斯)，上海市上海市浦东新区卓耀路58弄1-365号,0.190199,no_clear_pv,90.92,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7667_上海佛罗伦萨小镇三期.jpg,,
203,698,上海超极合生汇,合生汇店，上海市上海市杨浦区翔殷路与沙岗路交叉口西北80米,0.188863,no_clear_pv,70.35,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\698_上海超极合生汇.jpg,,
204,7427,上海亿博商业广场,上海市宝山区蕰川路|1919,0.188615,no_clear_pv,89.23,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7427_上海亿博商业广场.jpg,,
205,7133,上海雅居乐国际广场,上海市黄浦区西藏中路525号,0.186400,no_clear_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7133_上海雅居乐国际广场.jpg,,
206,7209,上海金地·喜悦荟oopcity,上海市徐汇区桂平路188号,0.184217,no_clear_pv,89.23,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7209_上海金地·喜悦荟oopcity.jpg,,
207,7511,上海邻里1号,上海市普陀区平利路18号,0.181996,no_clear_pv,91.25,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7511_上海邻里1号.jpg,,
208,8178,上海中建张江邻聚街,,0.180730,no_clear_pv,83.13,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8178_上海中建张江邻聚街.jpg,,
209,7953,上海虹桥汇,,0.179633,no_clear_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7953_上海虹桥汇.jpg,,
210,181,上海置地西岸金融城,香港置地西岸金融城(建设中)，上海市上海市徐汇区龙腾大道和东安路交叉口,0.177511,no_clear_pv,75.82,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\181_上海置地西岸金融城.jpg,,
211,2007,上海大宁国际商业广场,大宁国际商业广场，上海市上海市静安区共和新路1878-2008号(近大宁路),0.177511,no_clear_pv,74.63,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\2007_上海大宁国际商业广场.jpg,,
212,2535,上海西站京东卓悦汇,浙江省舟山市普陀区,0.177511,no_clear_pv,75.9,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\2535_上海西站京东卓悦汇.jpg,,
213,7656,上海森兰印象城,奈尔宝家庭中心(上海森兰花园城店)，上海市上海市浦东新区高行镇启帆路517号一层L105-1、二层L205-9(森兰花园城1楼北端),0.177511,no_clear_pv,79.15,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7656_上海森兰印象城.jpg,,
214,7662,AMP美达广场,,0.177511,no_clear_pv,72.17,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7662_AMP美达广场.jpg,,
215,7664,浦发时光里,,0.177511,no_clear_pv,74.19,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7664_浦发时光里.jpg,,
216,7666,浦发唐城印象天地二期,,0.177511,no_clear_pv,72.19,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7666_浦发唐城印象天地二期.jpg,,
217,7668,浙邻荟,,0.177511,no_clear_pv,83.28,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7668_浙邻荟.jpg,,
218,7671,云瑞云锦城,,0.177511,no_clear_pv,74.25,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7671_云瑞云锦城.jpg,,
219,7672,金富门park1287,,0.177511,no_clear_pv,72.27,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7672_金富门park1287.jpg,,
220,7673,中环凤起汇,,0.177511,no_clear_pv,74.19,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7673_中环凤起汇.jpg,,
221,7678,乐都 ·旭辉里,,0.177511,no_clear_pv,72.54,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7678_乐都 ·旭辉里.jpg,,
222,7679,星启之城,,0.177511,no_clear_pv,76.23,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7679_星启之城.jpg,,
223,7683,御生活力城,,0.177511,no_clear_pv,74.19,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7683_御生活力城.jpg,,
224,7684,嘉里巷,,0.177511,no_clear_pv,79.12,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7684_嘉里巷.jpg,,
225,7685,中建万科理想之地,,0.177511,no_clear_pv,72.22,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7685_中建万科理想之地.jpg,,
226,7689,西岸中环商业二期,,0.177511,no_clear_pv,72.27,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7689_西岸中环商业二期.jpg,,
227,7690,美罗滨江引力场,,0.177511,no_clear_pv,72.17,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7690_美罗滨江引力场.jpg,,
228,7695,大宁时光里,大宁百货(宁康家园店)，上海市上海市静安区大宁路225号,0.177511,no_clear_pv,74.25,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7695_大宁时光里.jpg,,
229,7698,张园东区(二期),,0.177511,no_clear_pv,72.6,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7698_张园东区(二期).jpg,,
230,7703,九星超级生活城,,0.177511,no_clear_pv,72.12,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7703_九星超级生活城.jpg,,
231,7708,TODTOWN MALL天荟广场,TODTOWN天荟，上海市上海市闵行区莘朱路288弄,0.177511,no_clear_pv,72.05,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7708_TODTOWN MALL天荟广场.jpg,,
232,7715,上海乐坊·旭辉里,,0.177511,no_clear_pv,77.31,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7715_上海乐坊·旭辉里.jpg,,
233,7721,理想之地商业街区,,0.177511,no_clear_pv,72.22,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7721_理想之地商业街区.jpg,,
234,7722,御华力城,,0.177511,no_clear_pv,76.16,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7722_御华力城.jpg,,
235,7723,华汇城隍,,0.177511,no_clear_pv,76.23,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7723_华汇城隍.jpg,,
236,7914,上海爱琴海缤纷里,,0.177511,no_clear_pv,77.35,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7914_上海爱琴海缤纷里.jpg,,
237,7938,上海中粮祥云小镇,,0.177511,no_clear_pv,77.4,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7938_上海中粮祥云小镇.jpg,,
238,7939,上海临港印象城,,0.177511,no_clear_pv,79.2,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7939_上海临港印象城.jpg,,
239,8163,上海100AM新百安商场,,0.177511,no_clear_pv,74.25,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8163_上海100AM新百安商场.jpg,,
240,8171,上海X88,,0.177511,no_clear_pv,84.15,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8171_上海X88.jpg,,
241,8173,上海中企云翠森林万象商业,,0.177511,no_clear_pv,74.18,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8173_上海中企云翠森林万象商业.jpg,,
242,8174,上海中免海港城,,0.177511,no_clear_pv,79.15,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8174_上海中免海港城.jpg,,
243,8175,上海中建临港邻聚街,,0.177511,no_clear_pv,75.82,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8175_上海中建临港邻聚街.jpg,,
244,8179,上海中核·和悦荟,,0.177511,no_clear_pv,77.35,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8179_上海中核·和悦荟.jpg,,
245,8181,上海云璟万象天地,,0.177511,no_clear_pv,77.35,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8181_上海云璟万象天地.jpg,,
246,8183,上海今潮8弄,,0.177511,no_clear_pv,81.29,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8183_上海今潮8弄.jpg,,
247,8188,上海侨福芳草地,,0.177511,no_clear_pv,79.15,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8188_上海侨福芳草地.jpg,,
248,8197,上海嘉宏印象荟,,0.177511,no_clear_pv,79.15,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8197_上海嘉宏印象荟.jpg,,
249,8201,上海塞纳左岸,,0.177511,no_clear_pv,81.29,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8201_上海塞纳左岸.jpg,,
250,8202,上海复兴荟,,0.177511,no_clear_pv,84.09,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8202_上海复兴荟.jpg,,
251,8203,上海大零号湾·梦享家商业中心,,0.177511,no_clear_pv,74.13,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8203_上海大零号湾·梦享家商业中心.jpg,,
252,8204,上海天歌商都,,0.177511,no_clear_pv,81.34,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8204_上海天歌商都.jpg,,
253,8217,上海星扬西岸Lumina,,0.177511,no_clear_pv,74.02,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8217_上海星扬西岸Lumina.jpg,,
